,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,week,month,revenue,lag_week,lag_q,lag_unit_price
514709,573585,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,10/31/2011 14:41,5.79,,United Kingdom,44,10,28.95,44.0,32.0,2.55
514887,573601,85123a,WHITE HANGING HEART T-LIGHT HOLDER,1,10/31/2011 15:24,6.63,,United Kingdom,44,10,6.63,44.0,5.0,5.79
103457,573665,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,10/31/2011 16:24,2.55,13982.0,United Kingdom,44,10,81.6,44.0,1.0,6.63
192991,573695,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,10/31/2011 17:13,2.55,15023.0,United Kingdom,44,10,81.6,44.0,32.0,2.55
139235,573808,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/1/2011 11:29,2.95,14419.0,United Kingdom,44,11,17.700000000000003,44.0,32.0,2.55
307783,573829,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/1/2011 11:35,2.95,16830.0,United Kingdom,44,11,17.700000000000003,44.0,6.0,2.95
189599,573841,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/1/2011 11:39,2.95,14995.0,United Kingdom,44,11,5.9,44.0,6.0,2.95
140296,573877,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/1/2011 13:04,2.95,14432.0,United Kingdom,44,11,35.400000000000006,44.0,2.0,2.95
196205,573879,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/1/2011 13:21,2.95,15039.0,United Kingdom,44,11,5.9,44.0,12.0,2.95
83196,573889,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/1/2011 13:44,2.95,13571.0,United Kingdom,44,11,5.9,44.0,2.0,2.95
146404,573904,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/1/2011 14:54,2.95,14505.0,United Kingdom,44,11,14.75,44.0,2.0,2.95
318190,573905,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/1/2011 15:06,2.95,16971.0,United Kingdom,44,11,5.9,44.0,5.0,2.95
354655,573918,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/1/2011 17:20,2.95,17576.0,United Kingdom,44,11,5.9,44.0,2.0,2.95
126556,573955,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/2/2011 10:51,2.95,14216.0,United Kingdom,44,11,17.700000000000003,44.0,2.0,2.95
240983,574009,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/2/2011 11:49,2.95,15750.0,United Kingdom,44,11,8.850000000000001,44.0,6.0,2.95
277165,574043,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/2/2011 13:13,2.95,16367.0,United Kingdom,44,11,14.75,44.0,3.0,2.95
286464,574055,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/2/2011 14:08,2.55,16525.0,United Kingdom,44,11,81.6,44.0,5.0,2.95
363008,574062,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/2/2011 14:30,2.55,17675.0,United Kingdom,44,11,81.6,44.0,32.0,2.55
515326,574074,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/2/2011 15:33,5.79,,United Kingdom,44,11,11.58,44.0,32.0,2.55
60109,574247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/3/2011 12:56,2.95,13168.0,United Kingdom,44,11,17.700000000000003,44.0,2.0,5.79
347652,574285,85123A,WHITE HANGING HEART T-LIGHT HOLDER,224,11/3/2011 15:01,3.2,17450.0,United Kingdom,44,11,716.8000000000001,44.0,6.0,2.95
347657,574293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,992,11/3/2011 15:32,3.2,17450.0,United Kingdom,44,11,3174.4,44.0,224.0,3.2
290337,574297,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/3/2011 15:54,2.95,16602.0,United Kingdom,44,11,17.700000000000003,44.0,992.0,3.2
516048,574298,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/3/2011 15:56,5.79,,United Kingdom,44,11,11.58,44.0,6.0,2.95
139928,574304,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/3/2011 16:30,2.95,14428.0,United Kingdom,44,11,8.850000000000001,44.0,2.0,5.79
234602,574311,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/3/2011 16:56,2.55,15640.0,United Kingdom,44,11,81.6,44.0,3.0,2.95
51956,574328,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/4/2011 9:05,2.55,13081.0,United Kingdom,44,11,81.6,44.0,32.0,2.55
75208,574342,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/4/2011 10:10,2.95,13447.0,United Kingdom,44,11,17.700000000000003,44.0,32.0,2.55
68995,574393,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/4/2011 11:06,2.95,13313.0,United Kingdom,44,11,17.700000000000003,44.0,6.0,2.95
398892,574444,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/4/2011 11:41,2.95,18122.0,United Kingdom,44,11,17.700000000000003,44.0,6.0,2.95
220937,574477,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/4/2011 12:21,2.95,15453.0,United Kingdom,44,11,8.850000000000001,44.0,6.0,2.95
256834,574509,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/4/2011 13:25,2.95,16012.0,United Kingdom,44,11,8.850000000000001,44.0,3.0,2.95
304659,574528,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/4/2011 14:03,2.95,16782.0,United Kingdom,44,11,17.700000000000003,44.0,3.0,2.95
236312,574532,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/4/2011 14:19,2.95,15676.0,United Kingdom,44,11,35.400000000000006,44.0,6.0,2.95
381220,574547,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/4/2011 15:08,2.95,17841.0,United Kingdom,44,11,2.95,44.0,12.0,2.95
11471,574550,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/4/2011 15:18,2.95,12484.0,Spain,44,11,11.8,44.0,1.0,2.95
361121,574557,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/4/2011 15:35,2.95,17652.0,United Kingdom,44,11,17.700000000000003,44.0,4.0,2.95
187293,574587,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/6/2011 10:29,2.95,14936.0,Channel Islands,44,11,35.400000000000006,44.0,6.0,2.95
283507,574655,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/6/2011 11:35,2.95,16466.0,United Kingdom,44,11,35.400000000000006,44.0,12.0,2.95
217912,574660,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/6/2011 11:55,2.95,15407.0,United Kingdom,44,11,8.850000000000001,44.0,12.0,2.95
229755,574673,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/6/2011 12:26,2.95,15555.0,United Kingdom,44,11,8.850000000000001,44.0,3.0,2.95
335924,574675,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,11/6/2011 12:31,2.95,17289.0,United Kingdom,44,11,20.650000000000002,44.0,3.0,2.95
237096,574704,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,11/6/2011 14:02,2.95,15696.0,United Kingdom,44,11,29.5,44.0,7.0,2.95
145409,574722,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/6/2011 14:45,2.95,14502.0,United Kingdom,44,11,2.95,44.0,10.0,2.95
327248,574736,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/6/2011 15:43,2.55,17131.0,United Kingdom,44,11,81.6,44.0,1.0,2.95
32565,574738,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/6/2011 16:01,2.95,12748.0,United Kingdom,44,11,17.700000000000003,44.0,32.0,2.55
290914,574744,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/7/2011 7:38,2.95,16612.0,United Kingdom,45,11,17.700000000000003,44.0,6.0,2.95
346441,574754,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/7/2011 9:24,2.95,17430.0,United Kingdom,45,11,17.700000000000003,45.0,6.0,2.95
516826,574856,85123a,WHITE HANGING HEART T-LIGHT HOLDER,3,11/7/2011 12:06,6.63,,United Kingdom,45,11,19.89,45.0,6.0,2.95
239344,574863,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/7/2011 12:29,2.95,15719.0,United Kingdom,45,11,14.75,45.0,3.0,6.63
136191,574864,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/7/2011 12:29,2.95,14387.0,United Kingdom,45,11,5.9,45.0,5.0,2.95
392363,574893,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/7/2011 14:40,2.95,18036.0,United Kingdom,45,11,11.8,45.0,2.0,2.95
270547,574898,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,11/7/2011 15:07,2.95,16242.0,United Kingdom,45,11,23.6,45.0,4.0,2.95
185117,574938,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,11/7/2011 17:15,2.55,14911.0,EIRE,45,11,163.2,45.0,8.0,2.95
335986,575041,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/8/2011 12:01,2.95,17289.0,United Kingdom,45,11,11.8,45.0,64.0,2.55
196227,575046,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/8/2011 12:09,2.55,15039.0,United Kingdom,45,11,81.6,45.0,4.0,2.95
292004,575076,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/8/2011 13:20,2.95,16639.0,United Kingdom,45,11,35.400000000000006,45.0,32.0,2.55
291113,575086,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/8/2011 13:52,2.95,16618.0,United Kingdom,45,11,35.400000000000006,45.0,12.0,2.95
287441,575087,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/8/2011 13:57,2.95,16549.0,United Kingdom,45,11,14.75,45.0,12.0,2.95
287458,575087,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/8/2011 13:57,2.95,16549.0,United Kingdom,45,11,2.95,45.0,5.0,2.95
67802,575088,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/8/2011 14:00,2.95,13272.0,United Kingdom,45,11,17.700000000000003,45.0,1.0,2.95
517721,575138,85123a,WHITE HANGING HEART T-LIGHT HOLDER,14,11/8/2011 15:24,6.63,,United Kingdom,45,11,92.82,45.0,6.0,2.95
309177,575139,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/8/2011 15:26,2.95,16863.0,United Kingdom,45,11,17.700000000000003,45.0,14.0,6.63
86674,575143,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/8/2011 15:37,2.95,13643.0,United Kingdom,45,11,17.700000000000003,45.0,6.0,2.95
97987,575148,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/8/2011 15:48,2.95,13867.0,United Kingdom,45,11,17.700000000000003,45.0,6.0,2.95
402827,575164,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/8/2011 16:55,2.95,18216.0,United Kingdom,45,11,17.700000000000003,45.0,6.0,2.95
518631,575177,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/8/2011 18:41,5.79,,United Kingdom,45,11,5.79,45.0,6.0,2.95
268558,575213,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/9/2011 10:47,2.55,16210.0,United Kingdom,45,11,81.6,45.0,1.0,5.79
396772,575215,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/9/2011 11:04,2.95,18109.0,United Kingdom,45,11,8.850000000000001,45.0,32.0,2.55
351071,575219,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,11/9/2011 11:17,2.55,17511.0,United Kingdom,45,11,163.2,45.0,3.0,2.95
202318,575297,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/9/2011 12:26,2.95,15134.0,United Kingdom,45,11,17.700000000000003,45.0,64.0,2.55
381430,575298,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/9/2011 12:29,2.95,17841.0,United Kingdom,45,11,5.9,45.0,6.0,2.95
128084,575324,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/9/2011 13:45,2.95,14240.0,United Kingdom,45,11,17.700000000000003,45.0,2.0,2.95
142354,575583,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/10/2011 11:55,2.95,14456.0,United Kingdom,45,11,5.9,45.0,6.0,2.95
142332,575583,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/10/2011 11:55,2.95,14456.0,United Kingdom,45,11,2.95,45.0,2.0,2.95
220710,575595,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/10/2011 12:13,2.95,15452.0,United Kingdom,45,11,17.700000000000003,45.0,1.0,2.95
322846,575602,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/10/2011 12:27,2.95,17059.0,United Kingdom,45,11,2.95,45.0,6.0,2.95
399338,575603,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/10/2011 12:29,2.95,18125.0,United Kingdom,45,11,11.8,45.0,1.0,2.95
115619,575607,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/10/2011 12:37,5.79,14096.0,United Kingdom,45,11,11.58,45.0,4.0,2.95
333882,575609,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,11/10/2011 12:40,2.95,17243.0,United Kingdom,45,11,23.6,45.0,2.0,5.79
205215,575631,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/10/2011 13:41,2.95,15184.0,United Kingdom,45,11,11.8,45.0,8.0,2.95
281877,575647,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/10/2011 14:16,2.95,16440.0,United Kingdom,45,11,11.8,45.0,4.0,2.95
59186,575680,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/10/2011 15:23,2.95,13148.0,United Kingdom,45,11,17.700000000000003,45.0,4.0,2.95
55552,575725,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/10/2011 18:46,2.55,13098.0,United Kingdom,45,11,81.6,45.0,6.0,2.95
305200,575726,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/10/2011 19:12,2.95,16791.0,United Kingdom,45,11,2.95,45.0,32.0,2.55
121779,575735,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/11/2011 8:46,2.95,14156.0,EIRE,45,11,17.700000000000003,45.0,1.0,2.95
519700,575739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/11/2011 9:05,5.79,,United Kingdom,45,11,5.79,45.0,6.0,2.95
106668,575744,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/11/2011 10:03,2.95,14035.0,United Kingdom,45,11,35.400000000000006,45.0,1.0,5.79
398531,575756,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/11/2011 10:48,2.95,18118.0,United Kingdom,45,11,5.9,45.0,12.0,2.95
252973,575760,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,11/11/2011 10:50,2.95,15965.0,United Kingdom,45,11,59.0,45.0,2.0,2.95
39655,575766,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,11/11/2011 11:06,2.95,12856.0,United Kingdom,45,11,20.650000000000002,45.0,20.0,2.95
39640,575766,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/11/2011 11:06,2.95,12856.0,United Kingdom,45,11,2.95,45.0,7.0,2.95
351395,575850,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/11/2011 12:11,2.55,17512.0,United Kingdom,45,11,81.6,45.0,1.0,2.95
194432,575867,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/11/2011 12:44,2.95,15034.0,United Kingdom,45,11,8.850000000000001,45.0,32.0,2.55
236844,575891,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/11/2011 14:12,2.95,15692.0,United Kingdom,45,11,17.700000000000003,45.0,3.0,2.95
100019,575917,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/11/2011 16:57,2.55,13895.0,United Kingdom,45,11,81.6,45.0,6.0,2.95
329854,575918,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/11/2011 16:58,2.95,17191.0,United Kingdom,45,11,17.700000000000003,45.0,32.0,2.55
68907,575929,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/11/2011 17:23,2.95,13310.0,United Kingdom,45,11,17.700000000000003,45.0,6.0,2.95
314757,575932,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/13/2011 10:35,2.95,16923.0,United Kingdom,45,11,14.75,45.0,6.0,2.95
371517,575938,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/13/2011 11:30,2.95,17790.0,United Kingdom,45,11,14.75,45.0,5.0,2.95
281659,575941,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/13/2011 11:39,2.95,16438.0,United Kingdom,45,11,2.95,45.0,5.0,2.95
520934,575947,85123a,WHITE HANGING HEART T-LIGHT HOLDER,2,11/13/2011 11:50,6.63,,United Kingdom,45,11,13.26,45.0,1.0,2.95
107292,575955,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/13/2011 12:05,2.95,14044.0,United Kingdom,45,11,8.850000000000001,45.0,2.0,6.63
151563,575959,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/13/2011 12:27,2.95,14547.0,United Kingdom,45,11,11.8,45.0,3.0,2.95
144886,575972,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/13/2011 13:01,2.95,14499.0,United Kingdom,45,11,8.850000000000001,45.0,4.0,2.95
209249,575976,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/13/2011 13:26,2.95,15271.0,United Kingdom,45,11,14.75,45.0,3.0,2.95
95221,575982,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/13/2011 13:42,2.55,13798.0,United Kingdom,45,11,81.6,45.0,5.0,2.95
298958,576053,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/13/2011 14:53,2.95,16726.0,United Kingdom,45,11,5.9,45.0,32.0,2.55
88706,576060,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/13/2011 15:25,2.95,13681.0,United Kingdom,45,11,14.75,45.0,2.0,2.95
347680,576090,85123A,WHITE HANGING HEART T-LIGHT HOLDER,320,11/14/2011 8:56,3.2,17450.0,United Kingdom,46,11,1024.0,45.0,5.0,2.95
185359,576141,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/14/2011 10:47,2.95,14911.0,EIRE,46,11,17.700000000000003,46.0,320.0,3.2
43606,576182,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/14/2011 11:21,2.95,12938.0,United Kingdom,46,11,17.700000000000003,46.0,6.0,2.95
252620,576256,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/14/2011 14:09,2.55,15953.0,United Kingdom,46,11,81.6,46.0,6.0,2.95
371586,576274,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/14/2011 14:24,2.95,17793.0,United Kingdom,46,11,5.9,46.0,32.0,2.55
371549,576274,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/14/2011 14:24,2.95,17793.0,United Kingdom,46,11,2.95,46.0,2.0,2.95
521317,576329,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/14/2011 15:22,5.79,,United Kingdom,46,11,28.95,46.0,1.0,2.95
116180,576339,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/14/2011 15:27,5.79,14096.0,United Kingdom,46,11,5.79,46.0,5.0,5.79
96686,576346,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/14/2011 15:37,2.95,13835.0,United Kingdom,46,11,17.700000000000003,46.0,1.0,5.79
191405,576364,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/14/2011 17:40,2.95,15009.0,United Kingdom,46,11,2.95,46.0,6.0,2.95
185364,576371,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/15/2011 8:07,2.95,14911.0,EIRE,46,11,35.400000000000006,46.0,1.0,2.95
94436,576374,85123A,WHITE HANGING HEART T-LIGHT HOLDER,300,11/15/2011 8:50,2.55,13777.0,United Kingdom,46,11,765.0,46.0,12.0,2.95
86120,576400,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,11/15/2011 10:51,2.95,13632.0,United Kingdom,46,11,53.1,46.0,300.0,2.55
101495,576514,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/15/2011 12:13,2.95,13950.0,United Kingdom,46,11,17.700000000000003,46.0,18.0,2.95
143357,576520,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/15/2011 12:33,2.95,14467.0,United Kingdom,46,11,17.700000000000003,46.0,6.0,2.95
168054,576559,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/15/2011 13:19,2.95,14711.0,United Kingdom,46,11,5.9,46.0,6.0,2.95
361507,576589,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/15/2011 14:29,2.95,17659.0,United Kingdom,46,11,17.700000000000003,46.0,2.0,2.95
239439,576593,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/15/2011 14:48,2.95,15720.0,United Kingdom,46,11,8.850000000000001,46.0,6.0,2.95
185380,576595,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96,11/15/2011 14:56,2.55,14911.0,EIRE,46,11,244.79999999999998,46.0,3.0,2.95
401583,576600,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/15/2011 15:08,2.95,18181.0,United Kingdom,46,11,11.8,46.0,96.0,2.55
522292,576617,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/15/2011 16:57,5.79,,United Kingdom,46,11,23.16,46.0,4.0,2.95
75471,576628,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/16/2011 8:28,2.95,13449.0,United Kingdom,46,11,17.700000000000003,46.0,4.0,5.79
99911,576639,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/16/2011 9:43,2.95,13894.0,United Kingdom,46,11,17.700000000000003,46.0,6.0,2.95
523138,576644,85123a,WHITE HANGING HEART T-LIGHT HOLDER,3,11/16/2011 10:01,6.63,,United Kingdom,46,11,19.89,46.0,6.0,2.95
236786,576655,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/16/2011 10:55,2.95,15687.0,United Kingdom,46,11,17.700000000000003,46.0,3.0,6.63
381801,576665,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/16/2011 11:46,2.95,17841.0,United Kingdom,46,11,11.8,46.0,6.0,2.95
309054,576676,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/16/2011 12:03,2.95,16855.0,United Kingdom,46,11,17.700000000000003,46.0,4.0,2.95
112431,576684,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/16/2011 12:08,2.95,14092.0,United Kingdom,46,11,35.400000000000006,46.0,6.0,2.95
283670,576695,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/16/2011 12:25,2.95,16469.0,United Kingdom,46,11,2.95,46.0,12.0,2.95
73574,576768,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/16/2011 13:13,2.55,13408.0,United Kingdom,46,11,81.6,46.0,1.0,2.95
261987,576778,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/16/2011 13:24,2.95,16085.0,United Kingdom,46,11,14.75,46.0,32.0,2.55
64597,576780,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/16/2011 13:27,2.55,13258.0,United Kingdom,46,11,81.6,46.0,5.0,2.95
523347,576837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,11/16/2011 15:16,5.79,,United Kingdom,46,11,52.11,46.0,32.0,2.55
394672,576838,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/16/2011 15:21,2.95,18075.0,United Kingdom,46,11,35.400000000000006,46.0,9.0,5.79
524431,576840,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/16/2011 15:23,5.79,,United Kingdom,46,11,11.58,46.0,12.0,2.95
400657,576859,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/16/2011 15:56,2.95,18167.0,United Kingdom,46,11,35.400000000000006,46.0,2.0,5.79
176069,576862,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/16/2011 16:06,2.95,14825.0,United Kingdom,46,11,35.400000000000006,46.0,12.0,2.95
403638,576906,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/17/2011 9:33,2.95,18225.0,United Kingdom,46,11,35.400000000000006,46.0,12.0,2.95
162305,576916,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/17/2011 10:24,2.95,14655.0,United Kingdom,46,11,35.400000000000006,46.0,12.0,2.95
358853,576917,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/17/2011 10:40,2.95,17613.0,United Kingdom,46,11,17.700000000000003,46.0,12.0,2.95
133932,576984,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/17/2011 11:54,2.95,14332.0,United Kingdom,46,11,8.850000000000001,46.0,6.0,2.95
371823,577033,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,11/17/2011 13:16,2.95,17797.0,United Kingdom,46,11,29.5,46.0,3.0,2.95
344051,577052,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,11/17/2011 14:08,2.95,17397.0,United Kingdom,46,11,14.75,46.0,10.0,2.95
46657,577053,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/17/2011 14:17,2.95,13001.0,United Kingdom,46,11,17.700000000000003,46.0,5.0,2.95
398950,577058,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/17/2011 14:29,2.95,18122.0,United Kingdom,46,11,8.850000000000001,46.0,6.0,2.95
399014,577058,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/17/2011 14:29,2.95,18122.0,United Kingdom,46,11,5.9,46.0,3.0,2.95
185516,577061,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/17/2011 14:40,2.95,14911.0,EIRE,46,11,35.400000000000006,46.0,2.0,2.95
524746,577078,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/17/2011 15:17,5.79,,United Kingdom,46,11,5.79,46.0,12.0,2.95
46290,577085,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/17/2011 15:47,2.95,12997.0,United Kingdom,46,11,35.400000000000006,46.0,1.0,5.79
199988,577103,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/17/2011 17:08,2.95,15081.0,United Kingdom,46,11,17.700000000000003,46.0,12.0,2.95
29822,577104,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/17/2011 17:13,2.95,12747.0,United Kingdom,46,11,35.400000000000006,46.0,6.0,2.95
233303,577209,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,11/18/2011 11:49,2.55,15621.0,United Kingdom,46,11,163.2,46.0,12.0,2.95
2704,577228,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,11/18/2011 12:07,2.95,12391.0,Cyprus,46,11,29.5,46.0,64.0,2.55
252039,577309,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/18/2011 13:14,2.95,15933.0,United Kingdom,46,11,17.700000000000003,46.0,10.0,2.95
363053,577318,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/18/2011 13:42,2.55,17675.0,United Kingdom,46,11,81.6,46.0,6.0,2.95
185524,577355,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11/18/2011 15:53,2.95,14911.0,EIRE,46,11,35.400000000000006,46.0,32.0,2.55
